Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
21,Yes,Travel_Rarely,1427,Research & Development,18,1,4,Female,Research Scientist,4,Single,2693,1,No,19,3,2,1,0,0
36,No,Travel_Rarely,1425,Research & Development,14,1,3,Male,Healthcare Representative,4,Married,6586,0,Yes,17,3,2,16,8,4
47,No,Travel_Rarely,1454,Sales,2,4,4,Female,Sales Representative,4,Single,3294,1,Yes,18,3,2,3,2,1
22,Yes,Travel_Rarely,617,Research & Development,3,1,2,Female,Manufacturing Director,3,Married,4171,0,Yes,19,3,4,3,2,0
41,Yes,Travel_Rarely,1085,Research & Development,2,4,2,Female,Laboratory Technician,4,Divorced,2778,4,Yes,13,3,2,7,7,1
28,No,Travel_Rarely,995,Research & Development,9,3,3,Female,Research Scientist,3,Divorced,2377,5,No,18,3,3,2,2,2
39,Yes,Travel_Rarely,1122,Research & Development,6,3,4,Male,Laboratory Technician,1,Married,2404,7,Yes,21,4,1,2,2,2
27,No,Travel_Rarely,618,Research & Development,4,3,2,Female,Research Scientist,3,Single,2318,1,No,19,3,3,1,1,0
34,No,Travel_Rarely,546,Research & Development,10,3,2,Male,Laboratory Technician,2,Divorced,2008,1,No,14,3,3,1,0,1
42,No,Travel_Rarely,462,Sales,14,2,3,Female,Sales Executive,3,Single,6244,7,No,17,3,3,5,4,0
33,No,Travel_Rarely,1198,Research & Development,1,4,3,Male,Research Scientist,1,Single,2799,3,Yes,11,3,3,3,2,0
58,No,Travel_Rarely,1272,Research & Development,5,3,3,Female,Healthcare Representative,2,Divorced,10552,2,Yes,13,3,3,6,0,0
31,No,Travel_Rarely,154,Sales,7,4,2,Male,Sales Representative,3,Married,2329,3,No,15,3,4,7,7,5
35,No,Travel_Rarely,1137,Research & Development,21,1,4,Female,Healthcare Representative,4,Married,4014,1,Yes,25,4,1,10,6,0
49,No,Travel_Rarely,527,Research & Development,8,2,1,Female,Laboratory Technician,2,Married,7403,4,No,11,3,2,26,9,1
48,No,Travel_Rarely,1469,Research & Development,20,4,4,Male,Research Scientist,3,Married,2259,4,No,17,3,2,0,0,0
31,No,Non-Travel,1188,Sales,20,2,4,Female,Sales Executive,3,Married,6932,1,No,13,3,2,9,8,0
36,No,Travel_Rarely,188,Research & Development,7,4,2,Male,Research Scientist,4,Single,4678,2,No,18,3,3,6,2,0
38,No,Travel_Rarely,1333,Research & Development,1,3,4,Female,Research Director,1,Married,13582,1,No,13,3,3,15,12,5
32,No,Non-Travel,1184,Research & Development,1,3,3,Female,Laboratory Technician,2,Married,2332,6,No,20,4,3,3,0,0
25,Yes,Travel_Rarely,867,Sales,19,2,3,Male,Sales Representative,2,Married,2413,1,Yes,18,3,3,1,0,0
40,No,Travel_Rarely,658,Sales,10,4,1,Male,Sales Executive,2,Divorced,9705,2,No,12,3,2,1,0,0
26,No,Travel_Frequently,1283,Sales,1,3,3,Male,Sales Executive,1,Single,4294,1,No,12,3,3,7,7,0
41,No,Travel_Rarely,263,Research & Development,6,3,4,Male,Laboratory Technician,1,Single,4721,2,Yes,13,3,3,18,13,2
36,No,Travel_Rarely,938,Research & Development,2,4,3,Male,Laboratory Technician,3,Single,2519,4,No,21,4,3,11,8,3
19,Yes,Travel_Rarely,419,Sales,21,3,4,Male,Sales Representative,2,Single,2121,1,Yes,13,3,4,1,0,0
20,Yes,Travel_Rarely,129,Research & Development,4,3,1,Male,Laboratory Technician,1,Single,2973,1,No,19,3,3,1,0,0
31,No,Travel_Rarely,616,Research & Development,12,3,4,Female,Healthcare Representative,4,Married,5855,0,Yes,11,3,1,9,7,8
40,No,Travel_Frequently,1469,Research & Development,9,4,4,Male,Research Scientist,2,Divorced,3617,8,Yes,14,3,3,1,1,0
32,No,Travel_Rarely,498,Research & Development,3,4,3,Female,Manufacturing Director,1,Married,6725,1,No,12,3,4,8,7,6
36,Yes,Travel_Rarely,530,Sales,3,1,3,Male,Sales Executive,4,Married,10325,1,Yes,11,3,3,16,7,3
33,No,Travel_Rarely,1069,Research & Development,1,3,2,Female,Healthcare Representative,4,Single,6949,0,No,14,3,3,5,0,1
37,Yes,Travel_Rarely,625,Sales,1,4,1,Male,Sales Executive,3,Married,10609,5,No,11,3,1,14,1,11
45,No,Non-Travel,805,Research & Development,4,2,3,Male,Laboratory Technician,2,Married,4447,1,No,12,3,2,9,7,0
29,No,Travel_Frequently,1404,Sales,20,3,3,Female,Sales Representative,4,Married,2157,1,No,15,3,3,3,1,0
35,No,Travel_Rarely,1219,Sales,18,3,3,Female,Sales Executive,3,Married,4601,1,No,16,3,3,5,2,1
52,No,Travel_Rarely,1053,Research & Development,1,2,4,Male,Manager,4,Married,17099,2,No,15,3,2,9,8,7
58,Yes,Travel_Rarely,289,Research & Development,2,3,4,Male,Research Scientist,3,Single,2479,4,No,24,4,3,1,0,0
53,No,Travel_Rarely,1376,Sales,2,2,3,Male,Manager,3,Divorced,14852,6,No,13,3,4,17,13,15
30,No,Travel_Rarely,231,Sales,8,2,3,Male,Sales Executive,3,Divorced,7264,5,No,11,3,4,8,4,7
38,No,Non-Travel,152,Sales,10,3,3,Female,Sales Executive,4,Single,5666,1,Yes,13,3,3,5,3,1
35,No,Travel_Rarely,882,Sales,3,4,4,Male,Sales Executive,4,Divorced,7823,6,No,13,3,3,10,9,0
39,No,Travel_Rarely,903,Sales,2,5,1,Male,Sales Executive,3,Single,7880,0,No,18,3,3,8,7,0
40,Yes,Non-Travel,1479,Sales,24,3,2,Female,Sales Executive,2,Single,13194,4,Yes,16,3,2,1,0,0
47,No,Travel_Frequently,1379,Research & Development,16,4,3,Male,Manufacturing Director,3,Divorced,5067,1,Yes,19,3,4,19,10,2
36,No,Non-Travel,1229,Sales,8,4,1,Male,Sales Executive,4,Divorced,5079,4,No,13,3,3,7,7,0
31,Yes,Non-Travel,335,Research & Development,9,2,3,Male,Research Scientist,1,Single,2321,0,Yes,22,4,3,3,2,1
33,No,Non-Travel,722,Sales,17,3,4,Male,Manager,3,Single,17444,1,No,11,3,3,10,8,6
29,Yes,Travel_Rarely,906,Research & Development,10,3,4,Female,Research Scientist,1,Single,2404,6,Yes,20,4,3,0,0,0
33,No,Travel_Rarely,461,Research & Development,13,1,2,Female,Research Scientist,4,Single,3452,3,No,18,3,3,3,2,0
45,No,Travel_Rarely,974,Research & Development,1,4,4,Female,Laboratory Technician,4,Divorced,2270,3,No,14,3,3,5,3,0
50,No,Travel_Rarely,1126,Research & Development,1,2,4,Male,Research Director,4,Divorced,17399,9,No,22,4,2,5,4,1
33,No,Travel_Frequently,827,Research & Development,1,4,3,Female,Healthcare Representative,2,Married,5488,1,Yes,13,3,3,6,5,1
41,No,Travel_Frequently,840,Research & Development,9,3,1,Male,Research Director,3,Divorced,19419,2,No,17,3,4,18,16,0
27,No,Travel_Rarely,1134,Research & Development,16,4,3,Female,Laboratory Technician,2,Married,2811,9,No,14,3,3,2,2,2
45,No,Non-Travel,248,Research & Development,23,2,4,Male,Laboratory Technician,1,Married,3633,1,Yes,15,3,3,9,8,0
47,No,Travel_Rarely,955,Sales,4,2,4,Female,Sales Executive,4,Single,4163,1,Yes,17,3,3,9,0,0
30,Yes,Travel_Rarely,138,Research & Development,22,3,1,Female,Research Scientist,3,Married,2132,4,Yes,11,3,3,5,2,0
50,No,Travel_Rarely,939,Research & Development,24,3,4,Male,Manufacturing Director,3,Married,13973,3,Yes,18,3,3,12,11,1
38,No,Travel_Frequently,1391,Research & Development,10,1,3,Male,Research Scientist,3,Married,2684,0,No,17,3,2,2,1,0
46,No,Travel_Rarely,566,Research & Development,7,2,4,Male,Manufacturing Director,3,Divorced,10845,6,No,13,3,3,8,7,0
24,No,Travel_Rarely,1206,Research & Development,17,1,4,Female,Manufacturing Director,3,Divorced,4377,1,No,15,3,3,4,2,3
35,Yes,Travel_Rarely,622,Research & Development,14,4,3,Male,Laboratory Technician,2,Divorced,3743,1,Yes,24,4,1,4,2,0
31,No,Travel_Frequently,853,Research & Development,1,1,3,Female,Manufacturing Director,1,Married,4148,1,No,12,3,3,4,3,0
18,No,Non-Travel,287,Research & Development,5,2,2,Male,Research Scientist,4,Single,1051,1,No,15,3,3,0,0,0
54,No,Travel_Rarely,1441,Research & Development,17,3,3,Female,Manufacturing Director,3,Married,10739,8,No,11,3,3,10,7,0
35,No,Travel_Rarely,583,Research & Development,25,4,3,Female,Healthcare Representative,3,Divorced,10388,1,Yes,11,3,2,16,10,10
30,No,Travel_Rarely,153,Research & Development,8,2,2,Female,Research Director,1,Married,11416,0,Yes,12,3,2,8,7,1
20,Yes,Travel_Rarely,1097,Research & Development,11,3,4,Female,Research Scientist,1,Single,2600,1,Yes,15,3,3,1,0,0
30,Yes,Travel_Frequently,109,Research & Development,5,3,2,Female,Laboratory Technician,2,Single,2422,0,No,17,3,3,3,2,1
26,No,Travel_Rarely,1066,Research & Development,2,2,4,Male,Manufacturing Director,4,Married,5472,1,No,12,3,3,8,7,1
22,No,Travel_Rarely,217,Research & Development,8,1,2,Male,Laboratory Technician,1,Married,2451,1,No,15,3,2,4,3,1
48,No,Travel_Rarely,277,Research & Development,6,3,1,Male,Healthcare Representative,3,Single,4240,2,No,13,3,3,2,2,2
48,No,Travel_Rarely,1355,Research & Development,4,4,3,Male,Healthcare Representative,3,Single,10999,7,No,14,3,3,15,11,4
41,No,Travel_Rarely,549,Research & Development,7,2,4,Female,Manufacturing Director,3,Single,5003,6,No,14,3,3,2,2,2
39,No,Travel_Rarely,466,Research & Development,1,1,4,Female,Manufacturing Director,4,Married,12742,1,No,16,3,3,21,6,11
27,No,Travel_Rarely,1055,Research & Development,2,4,1,Female,Manufacturing Director,4,Married,4227,0,No,18,3,3,3,2,2
35,No,Travel_Rarely,802,Research & Development,10,3,2,Male,Laboratory Technician,4,Divorced,3917,1,No,20,4,2,3,2,1
42,No,Travel_Rarely,265,Sales,5,2,4,Male,Manager,3,Married,18303,6,No,13,3,4,1,0,0
50,No,Travel_Rarely,804,Research & Development,9,3,1,Male,Laboratory Technician,4,Married,2380,4,No,18,3,3,1,0,0
59,No,Travel_Rarely,715,Research & Development,2,3,3,Female,Manufacturing Director,4,Single,13726,3,Yes,13,3,3,5,3,4
37,Yes,Travel_Rarely,1141,Research & Development,11,2,1,Female,Healthcare Representative,2,Married,4777,5,No,15,3,1,1,0,0
55,No,Travel_Frequently,135,Research & Development,18,4,3,Male,Healthcare Representative,2,Married,6385,3,Yes,14,3,3,8,7,6
41,No,Non-Travel,247,Research & Development,7,1,2,Female,Research Director,3,Divorced,19973,1,No,22,4,3,21,16,5
38,No,Travel_Rarely,1035,Sales,3,4,2,Male,Sales Executive,4,Single,6861,8,Yes,12,3,3,1,0,0
26,Yes,Non-Travel,265,Sales,29,2,2,Male,Sales Executive,1,Single,4969,8,No,18,3,3,2,2,2
52,Yes,Travel_Rarely,266,Sales,2,1,1,Female,Manager,4,Married,19845,1,No,15,3,3,32,14,6
44,No,Travel_Rarely,1448,Sales,28,3,4,Female,Sales Executive,4,Married,13320,3,Yes,18,3,3,12,11,11
50,No,Non-Travel,145,Sales,1,3,4,Female,Sales Executive,3,Married,6347,0,No,12,3,3,18,7,0
36,Yes,Travel_Rarely,885,Research & Development,16,4,3,Female,Laboratory Technician,1,Single,2743,1,No,16,3,3,17,13,15
39,No,Travel_Frequently,945,Research & Development,22,3,4,Female,Manufacturing Director,1,Single,10880,1,Yes,13,3,3,21,6,2
33,No,Non-Travel,1038,Sales,8,1,2,Female,Sales Representative,4,Single,2342,0,No,19,3,2,2,2,2
45,No,Travel_Rarely,1234,Sales,11,2,4,Female,Manager,4,Married,17650,3,No,13,3,4,9,3,1
32,No,Non-Travel,1109,Research & Development,29,4,4,Female,Laboratory Technician,3,Single,4025,9,No,12,3,3,8,7,7
34,No,Travel_Rarely,216,Sales,1,4,2,Male,Sales Executive,4,Divorced,9725,0,No,11,3,2,15,1,0
59,No,Travel_Rarely,1089,Sales,1,2,2,Male,Manager,4,Married,11904,3,Yes,14,3,1,6,4,0
45,No,Travel_Rarely,788,Human Resources,24,4,2,Male,Human Resources,2,Single,2177,1,No,16,3,3,6,3,0
53,No,Travel_Frequently,124,Sales,2,3,3,Female,Sales Executive,2,Married,7525,2,No,12,3,3,15,7,6
36,Yes,Travel_Rarely,660,Research & Development,15,3,1,Male,Laboratory Technician,3,Divorced,4834,7,No,14,3,2,1,0,0
26,Yes,Travel_Frequently,342,Research & Development,2,3,1,Male,Research Scientist,1,Married,2042,6,Yes,14,3,3,3,2,1
34,No,Travel_Rarely,1333,Sales,10,4,3,Female,Sales Representative,3,Married,2220,1,Yes,19,3,3,1,1,0
28,No,Travel_Rarely,1144,Sales,10,1,4,Male,Sales Representative,2,Married,1052,1,No,22,4,3,1,0,0
38,No,Travel_Frequently,1186,Research & Development,3,4,3,Male,Research Scientist,3,Married,2821,3,No,16,3,3,2,2,2
50,No,Travel_Rarely,1464,Research & Development,2,4,2,Male,Research Director,3,Married,19237,2,Yes,11,3,2,8,1,7
37,No,Travel_Rarely,124,Research & Development,3,3,4,Female,Healthcare Representative,2,Single,4107,3,No,15,3,2,4,3,0
40,No,Travel_Rarely,300,Sales,26,3,3,Male,Sales Executive,1,Married,8396,1,No,14,3,2,7,7,7
26,No,Travel_Frequently,921,Research & Development,1,1,1,Female,Research Scientist,3,Divorced,2007,1,No,13,3,3,5,3,1
46,No,Travel_Rarely,430,Research & Development,1,4,4,Male,Research Director,4,Divorced,19627,9,No,17,3,3,2,2,2
54,No,Travel_Rarely,1082,Sales,2,4,3,Female,Sales Executive,3,Married,10686,6,No,11,3,3,9,4,7
56,No,Travel_Frequently,1240,Research & Development,9,3,1,Female,Research Scientist,3,Married,2942,2,No,19,3,3,5,4,0
36,No,Travel_Rarely,796,Research & Development,12,5,4,Female,Manufacturing Director,4,Single,8858,0,No,11,3,2,14,8,7
55,No,Non-Travel,444,Research & Development,2,1,3,Male,Manager,1,Single,16756,7,No,15,3,4,9,7,6
43,No,Travel_Rarely,415,Sales,25,3,3,Male,Sales Executive,4,Divorced,10798,5,No,13,3,3,1,0,0
20,Yes,Travel_Frequently,769,Sales,9,3,4,Female,Sales Representative,4,Single,2323,1,Yes,14,3,3,2,2,0
21,Yes,Travel_Rarely,1334,Research & Development,10,3,3,Female,Laboratory Technician,1,Single,1416,1,No,13,3,2,1,0,1
46,No,Travel_Rarely,1003,Research & Development,8,4,4,Female,Research Scientist,1,Divorced,4615,8,Yes,23,4,3,16,13,1
51,Yes,Travel_Rarely,1323,Research & Development,4,4,1,Male,Research Scientist,3,Married,2461,9,Yes,12,3,4,10,0,2
28,Yes,Non-Travel,1366,Research & Development,24,2,2,Male,Healthcare Representative,1,Single,8722,1,No,12,3,2,10,7,1
26,No,Travel_Rarely,192,Research & Development,1,2,1,Male,Laboratory Technician,1,Married,3955,1,No,16,3,3,5,3,1
30,No,Travel_Rarely,1176,Research & Development,20,3,3,Male,Manufacturing Director,1,Married,9957,0,No,15,3,2,6,2,0
41,No,Travel_Rarely,509,Research & Development,7,2,2,Female,Research Scientist,3,Married,3376,1,No,13,3,3,10,6,0
38,No,Travel_Rarely,330,Research & Development,17,1,3,Female,Healthcare Representative,3,Married,8823,0,No,18,3,2,19,9,1
40,No,Travel_Rarely,1492,Research & Development,20,4,1,Male,Healthcare Representative,4,Married,10322,4,No,20,4,3,11,10,11
27,No,Non-Travel,1277,Research & Development,8,5,1,Male,Laboratory Technician,3,Married,4621,1,No,19,3,3,3,2,1
55,No,Travel_Frequently,1091,Research & Development,2,1,4,Male,Manufacturing Director,2,Married,10976,3,No,18,3,3,3,2,1
28,No,Travel_Rarely,857,Research & Development,10,3,3,Female,Research Scientist,3,Single,3660,3,No,13,3,4,8,7,1
44,Yes,Travel_Rarely,1376,Human Resources,1,2,2,Male,Human Resources,1,Married,10482,9,No,14,3,3,20,6,3
33,No,Travel_Rarely,654,Research & Development,5,3,4,Male,Healthcare Representative,4,Divorced,7119,4,No,15,3,3,3,2,1
35,Yes,Travel_Rarely,1204,Sales,4,3,4,Male,Sales Executive,1,Single,9582,0,Yes,22,4,3,8,7,4
33,Yes,Travel_Frequently,827,Research & Development,29,4,1,Female,Research Scientist,3,Single,4508,1,No,22,4,3,13,7,3
28,No,Travel_Rarely,895,Research & Development,15,2,1,Male,Laboratory Technician,3,Divorced,2207,1,No,16,3,2,4,2,2
34,No,Travel_Frequently,618,Research & Development,3,1,1,Male,Healthcare Representative,4,Single,7756,0,No,17,3,2,6,2,0
37,No,Travel_Rarely,309,Sales,10,4,4,Female,Sales Executive,4,Divorced,6694,2,Yes,14,3,3,1,0,0
25,Yes,Travel_Rarely,1219,Research & Development,4,1,4,Male,Laboratory Technician,4,Married,3691,1,Yes,15,3,4,7,7,5
26,Yes,Travel_Rarely,1330,Research & Development,21,3,1,Male,Laboratory Technician,3,Divorced,2377,1,No,20,4,2,1,1,0
33,Yes,Travel_Rarely,1017,Research & Development,25,3,1,Male,Research Scientist,2,Single,2313,4,Yes,20,4,3,2,2,2
42,No,Travel_Rarely,469,Research & Development,2,2,4,Male,Manager,1,Married,17665,0,No,17,3,3,22,6,13
28,Yes,Travel_Frequently,1009,Research & Development,1,3,1,Male,Laboratory Technician,2,Divorced,2596,1,No,15,3,3,1,0,0
50,Yes,Travel_Frequently,959,Sales,1,4,4,Male,Sales Executive,3,Single,4728,3,Yes,14,3,3,0,0,0
33,No,Travel_Frequently,970,Sales,7,3,4,Female,Sales Executive,2,Married,4302,0,No,17,3,3,3,2,0
34,No,Non-Travel,697,Research & Development,3,4,3,Male,Research Scientist,4,Married,2979,3,No,17,3,3,0,0,0
48,No,Non-Travel,1262,Research & Development,1,4,1,Male,Manager,4,Single,16885,2,No,22,4,2,5,4,2
45,No,Non-Travel,1050,Sales,9,4,2,Female,Sales Executive,3,Married,5593,1,No,13,3,3,15,10,4
52,No,Travel_Rarely,994,Research & Development,7,4,2,Male,Healthcare Representative,2,Single,10445,7,No,19,3,3,8,6,4
38,No,Travel_Rarely,770,Sales,10,4,3,Male,Sales Executive,3,Divorced,8740,0,Yes,14,3,3,8,7,2
29,No,Travel_Rarely,1107,Research & Development,28,4,3,Female,Research Scientist,4,Divorced,2514,4,No,22,4,3,7,5,1
28,No,Travel_Rarely,950,Research & Development,3,3,4,Female,Manufacturing Director,2,Divorced,7655,0,No,17,3,2,9,7,1
46,No,Travel_Rarely,406,Sales,3,1,1,Male,Manager,3,Married,17465,3,No,12,3,3,12,9,4
38,No,Travel_Rarely,130,Sales,2,2,4,Male,Sales Executive,2,Single,7351,7,No,16,3,3,1,0,0
43,No,Travel_Frequently,1082,Research & Development,27,3,3,Female,Manufacturing Director,1,Married,10820,8,No,11,3,3,8,7,0
39,Yes,Travel_Frequently,203,Research & Development,2,3,1,Male,Healthcare Representative,4,Divorced,12169,7,No,11,3,3,18,7,11
40,No,Travel_Rarely,1308,Research & Development,14,3,3,Male,Research Director,3,Single,19626,1,No,14,3,4,20,7,4
21,No,Travel_Rarely,984,Research & Development,1,1,4,Female,Research Scientist,2,Single,2070,1,Yes,11,3,4,2,2,2
39,No,Non-Travel,439,Research & Development,9,3,3,Male,Laboratory Technician,2,Single,6782,9,No,15,3,2,5,4,0
36,No,Non-Travel,217,Research & Development,18,4,1,Male,Manufacturing Director,4,Single,7779,2,No,20,4,3,11,9,0
31,No,Travel_Frequently,793,Sales,20,3,3,Male,Sales Representative,4,Married,2791,0,No,12,3,3,2,2,2
28,No,Travel_Rarely,1451,Research & Development,2,1,1,Male,Research Scientist,2,Married,3201,0,No,17,3,1,5,3,0
35,No,Travel_Frequently,1182,Sales,11,2,4,Male,Sales Executive,4,Divorced,4968,1,No,11,3,3,5,2,0
49,No,Travel_Rarely,174,Sales,8,4,4,Male,Sales Executive,2,Married,13120,6,No,17,3,3,9,8,2
34,No,Travel_Frequently,1003,Research & Development,2,2,4,Male,Manufacturing Director,3,Single,4033,2,No,11,3,2,3,2,0
29,No,Travel_Frequently,490,Research & Development,10,3,4,Female,Research Scientist,2,Divorced,3291,0,No,14,3,2,7,5,1
42,No,Travel_Rarely,188,Research & Development,29,3,2,Male,Laboratory Technician,4,Single,4272,4,No,19,3,3,1,0,0
29,No,Travel_Rarely,718,Research & Development,8,1,2,Male,Manufacturing Director,4,Married,5056,1,Yes,15,3,2,10,7,1
38,No,Travel_Rarely,433,Human Resources,1,3,3,Male,Human Resources,3,Married,2844,1,No,13,3,4,7,6,5
28,No,Travel_Frequently,773,Research & Development,6,3,3,Male,Research Scientist,3,Divorced,2703,1,Yes,14,3,3,3,1,0
18,Yes,Non-Travel,247,Research & Development,8,1,3,Male,Laboratory Technician,3,Single,1904,1,No,12,3,3,0,0,0
33,Yes,Travel_Rarely,603,Sales,9,4,1,Female,Sales Executive,1,Single,8224,0,Yes,17,3,3,5,2,0
41,No,Travel_Rarely,167,Research & Development,12,4,2,Male,Laboratory Technician,4,Married,4766,3,Yes,11,3,3,1,0,0
31,Yes,Travel_Frequently,874,Research & Development,15,3,3,Male,Laboratory Technician,3,Married,2610,1,No,12,3,2,2,2,2
37,No,Travel_Rarely,367,Research & Development,25,2,3,Female,Healthcare Representative,4,Divorced,5731,7,No,13,3,3,6,2,1
27,No,Travel_Rarely,199,Research & Development,6,3,4,Male,Research Scientist,3,Married,2539,1,No,13,3,3,4,2,2
34,No,Travel_Rarely,1400,Sales,9,1,2,Female,Sales Executive,3,Married,5714,1,No,20,4,2,6,5,1
35,No,Travel_Rarely,528,Human Resources,8,4,3,Male,Human Resources,3,Single,4323,1,No,17,3,1,5,4,1
29,Yes,Travel_Rarely,408,Sales,23,1,4,Female,Sales Executive,1,Married,7336,1,No,13,3,1,11,8,3
40,No,Travel_Frequently,593,Research & Development,9,4,2,Female,Research Director,3,Single,13499,9,No,17,3,2,18,7,2
42,Yes,Travel_Frequently,481,Sales,12,3,3,Male,Sales Executive,1,Single,13758,0,Yes,12,3,2,21,9,13
42,No,Travel_Rarely,647,Sales,4,4,2,Male,Sales Executive,1,Single,5155,7,No,13,3,4,6,4,1
35,No,Travel_Rarely,982,Research & Development,1,4,4,Male,Laboratory Technician,3,Married,2258,6,No,12,3,3,8,0,1
24,No,Travel_Rarely,477,Research & Development,24,3,4,Male,Laboratory Technician,2,Single,3597,8,No,22,4,3,4,3,1
28,Yes,Travel_Rarely,1485,Research & Development,12,1,3,Female,Laboratory Technician,4,Married,2515,1,Yes,11,3,2,1,1,0
26,No,Travel_Rarely,1384,Research & Development,3,4,1,Male,Laboratory Technician,4,Married,4420,1,No,22,4,3,8,7,0
30,No,Travel_Rarely,852,Sales,10,3,3,Male,Sales Executive,3,Married,6578,1,No,18,3,3,10,3,1
40,No,Travel_Frequently,902,Research & Development,26,2,3,Female,Research Scientist,4,Married,4422,3,Yes,13,3,1,1,1,0
35,No,Travel_Rarely,819,Research & Development,2,3,3,Male,Manufacturing Director,2,Divorced,10274,2,No,18,3,4,7,7,6
34,No,Travel_Frequently,669,Research & Development,1,3,4,Male,Healthcare Representative,1,Single,5343,0,No,20,4,3,13,9,4
35,No,Travel_Frequently,636,Research & Development,4,4,4,Male,Laboratory Technician,4,Married,2376,1,No,13,3,4,2,2,2
43,Yes,Travel_Rarely,1372,Sales,9,3,1,Female,Sales Executive,3,Single,5346,8,No,13,3,2,4,3,1
32,No,Non-Travel,862,Sales,2,1,3,Female,Sales Representative,1,Divorced,2827,1,No,12,3,3,1,0,0
56,No,Travel_Rarely,718,Research & Development,4,4,4,Female,Manager,1,Divorced,19943,4,No,13,3,3,5,2,4
29,No,Travel_Rarely,1401,Research & Development,6,1,2,Female,Laboratory Technician,4,Married,3131,1,No,13,3,3,10,8,0
19,No,Travel_Rarely,645,Research & Development,9,2,3,Male,Research Scientist,1,Single,2552,1,No,25,4,3,1,1,0
45,No,Travel_Rarely,1457,Research & Development,7,3,1,Female,Research Scientist,3,Married,4477,4,Yes,19,3,2,3,2,0
37,No,Travel_Rarely,977,Research & Development,1,3,4,Female,Manufacturing Director,4,Married,6474,1,No,13,3,2,14,8,3
20,No,Travel_Rarely,805,Research & Development,3,3,1,Male,Laboratory Technician,3,Single,3033,1,No,12,3,2,2,2,1
44,Yes,Travel_Rarely,1097,Research & Development,10,4,3,Male,Research Scientist,3,Single,2936,1,Yes,11,3,3,6,4,0
53,No,Travel_Rarely,1223,Research & Development,7,2,4,Female,Manager,3,Divorced,18606,3,No,18,3,3,7,7,4
29,No,Travel_Rarely,942,Research & Development,15,1,2,Female,Research Scientist,4,Married,2168,0,Yes,18,3,2,5,4,1
22,Yes,Travel_Frequently,1256,Research & Development,3,4,3,Male,Research Scientist,4,Married,2853,0,Yes,11,3,3,0,0,0
46,No,Travel_Rarely,1402,Sales,2,3,3,Female,Manager,1,Married,17048,8,No,23,4,3,26,15,15
44,No,Non-Travel,111,Research & Development,17,3,4,Male,Research Scientist,3,Single,2290,2,No,13,3,3,0,0,0
33,No,Travel_Rarely,147,Human Resources,2,3,2,Male,Human Resources,3,Married,3600,1,No,13,3,3,5,4,1
41,Yes,Non-Travel,906,Research & Development,5,2,1,Male,Research Scientist,1,Divorced,2107,6,No,17,3,1,1,0,0
30,No,Travel_Rarely,1329,Sales,29,4,3,Male,Sales Executive,1,Divorced,4115,8,No,19,3,3,4,3,0
40,No,Travel_Frequently,1184,Sales,2,4,2,Male,Sales Executive,2,Married,4327,5,No,12,3,3,0,0,0
50,No,Travel_Frequently,1421,Research & Development,2,3,4,Female,Manager,1,Married,17856,2,No,22,4,3,2,2,2
28,No,Travel_Rarely,1179,Research & Development,19,4,4,Male,Laboratory Technician,1,Married,3196,1,No,12,3,3,6,5,3
46,No,Travel_Rarely,1450,Research & Development,15,2,4,Male,Research Director,2,Married,19081,5,No,11,3,3,4,2,0
35,No,Travel_Rarely,1361,Sales,17,4,3,Male,Sales Executive,1,Married,8966,3,Yes,15,3,3,7,7,1
24,Yes,Travel_Rarely,984,Research & Development,17,2,4,Female,Laboratory Technician,2,Married,2210,1,No,13,3,1,1,0,0
33,No,Travel_Frequently,1146,Sales,25,3,2,Female,Sales Executive,3,Married,4539,1,No,12,3,2,10,7,0
36,No,Travel_Rarely,917,Research & Development,6,4,3,Male,Laboratory Technician,3,Divorced,2741,1,No,14,3,3,7,7,1
30,No,Travel_Rarely,853,Research & Development,7,4,3,Male,Laboratory Technician,3,Divorced,3491,1,No,13,3,2,10,7,8
44,No,Travel_Rarely,200,Research & Development,29,4,4,Male,Research Scientist,4,Single,4541,1,No,25,4,3,20,11,13
20,No,Travel_Rarely,654,Sales,21,3,3,Male,Sales Representative,4,Single,2678,1,No,17,3,3,2,1,2
46,No,Travel_Rarely,150,Research & Development,2,4,4,Male,Manufacturing Director,4,Divorced,7379,2,No,11,3,2,6,3,1
42,No,Non-Travel,179,Human Resources,2,5,4,Male,Human Resources,1,Married,6272,7,No,16,3,4,4,3,0
60,No,Travel_Rarely,696,Sales,7,4,2,Male,Sales Executive,4,Divorced,5220,0,Yes,18,3,3,11,7,1
32,No,Travel_Frequently,116,Research & Development,13,3,3,Female,Laboratory Technician,2,Married,2743,1,No,20,4,3,2,2,2
32,No,Travel_Frequently,1316,Research & Development,2,2,4,Female,Research Scientist,3,Single,4998,4,Yes,14,3,3,8,7,0
36,No,Travel_Rarely,363,Research & Development,1,3,3,Female,Manufacturing Director,1,Divorced,10252,2,Yes,21,4,3,7,7,7
33,No,Travel_Rarely,117,Research & Development,9,3,1,Male,Research Scientist,4,Married,2781,0,No,13,3,3,14,10,4
